ALDER,CIVILSTAND,TID,INDHOLD
I alt,I alt,2008K1,5475791
I alt,I alt,2008K2,5482266
I alt,I alt,2008K3,5489022
I alt,I alt,2008K4,5505995
I alt,I alt,2009K1,5511451
I alt,I alt,2009K2,5515287
I alt,I alt,2009K3,5519441
I alt,I alt,2009K4,5532531
I alt,I alt,2010K1,5534738
I alt,I alt,2010K2,5540241
I alt,I alt,2010K3,5543819
I alt,I alt,2010K4,5557709
I alt,I alt,2011K1,5560628
I alt,I alt,2011K2,5564219
I alt,I alt,2011K3,5566856
I alt,I alt,2011K4,5579204
I alt,I alt,2012K1,5580516
I alt,I alt,2012K2,5584758
I alt,I alt,2012K3,5587085
I alt,I alt,2012K4,5599665
I alt,I alt,2013K1,5602628
I alt,I alt,2013K2,5605836
I alt,I alt,2013K3,5608784
I alt,I alt,2013K4,5623501
I alt,I alt,2014K1,5627235
I alt,I alt,2014K2,5634437
I alt,I alt,2014K3,5639719
I alt,I alt,2014K4,5655750
I alt,I alt,2015K1,5659715
I alt,I alt,2015K2,5668743
I alt,I alt,2015K3,5678348
I alt,I alt,2015K4,5699220
I alt,I alt,2016K1,5707251
I alt,I alt,2016K2,5717014
I alt,I alt,2016K3,5724456
I alt,I alt,2016K4,5745526
I alt,I alt,2017K1,5748769
I alt,I alt,2017K2,5756170
I alt,I alt,2017K3,5760694
I alt,I alt,2017K4,5778570
I alt,I alt,2018K1,5781190
I alt,I alt,2018K2,5785864
I alt,I alt,2018K3,5789957
I alt,I alt,2018K4,5806015
I alt,I alt,2019K1,5806081
I alt,I alt,2019K2,5811413
I alt,I alt,2019K3,5814461
I alt,I alt,2019K4,5827463
I alt,I alt,2020K1,5822763
I alt,I alt,2020K2,5824857
I alt,I alt,2020K3,5825337
I alt,I alt,2020K4,5837213
I alt,I alt,2021K1,5840045
I alt,I alt,2021K2,5843347
I alt,I alt,2021K3,5850189
I alt,I alt,2021K4,5867412
I alt,I alt,2022K1,5873420
I alt,I alt,2022K2,5883562
I alt,I alt,2022K3,5910577
I alt,Ugift,2008K1,2552700
I alt,Ugift,2008K2,2563134
I alt,Ugift,2008K3,2564705
I alt,Ugift,2008K4,2568255
I alt,Ugift,2009K1,2575185
I alt,Ugift,2009K2,2584993
I alt,Ugift,2009K3,2584560
I alt,Ugift,2009K4,2588198
I alt,Ugift,2010K1,2593172
I alt,Ugift,2010K2,2604129
I alt,Ugift,2010K3,2604479
I alt,Ugift,2010K4,2610799
I alt,Ugift,2011K1,2616048
I alt,Ugift,2011K2,2626084
I alt,Ugift,2011K3,2627295
I alt,Ugift,2011K4,2634540
I alt,Ugift,2012K1,2639530
I alt,Ugift,2012K2,2649701
I alt,Ugift,2012K3,2650422
I alt,Ugift,2012K4,2657677
I alt,Ugift,2013K1,2662659
I alt,Ugift,2013K2,2673091
I alt,Ugift,2013K3,2675409
I alt,Ugift,2013K4,2681019
I alt,Ugift,2014K1,2687098
I alt,Ugift,2014K2,2698124
I alt,Ugift,2014K3,2700182
I alt,Ugift,2014K4,2709113
I alt,Ugift,2015K1,2714540
I alt,Ugift,2015K2,2727425
I alt,Ugift,2015K3,2732381
I alt,Ugift,2015K4,2744254
I alt,Ugift,2016K1,2753160
I alt,Ugift,2016K2,2766337
I alt,Ugift,2016K3,2769775
I alt,Ugift,2016K4,2780475
I alt,Ugift,2017K1,2785800
I alt,Ugift,2017K2,2797744
I alt,Ugift,2017K3,2798842
I alt,Ugift,2017K4,2806141
I alt,Ugift,2018K1,2811181
I alt,Ugift,2018K2,2821044
I alt,Ugift,2018K3,2821394
I alt,Ugift,2018K4,2827695
I alt,Ugift,2019K1,2830166
I alt,Ugift,2019K2,2840546
I alt,Ugift,2019K3,2840316
I alt,Ugift,2019K4,2845453
I alt,Ugift,2020K1,2844060
I alt,Ugift,2020K2,2851131
I alt,Ugift,2020K3,2854659
I alt,Ugift,2020K4,2859116
I alt,Ugift,2021K1,2861497
I alt,Ugift,2021K2,2870485
I alt,Ugift,2021K3,2876672
I alt,Ugift,2021K4,2886458
I alt,Ugift,2022K1,2895240
I alt,Ugift,2022K2,2908916
I alt,Ugift,2022K3,2927568
I alt,Gift/separeret,2008K1,2176977
I alt,Gift/separeret,2008K2,2171174
I alt,Gift/separeret,2008K3,2176196
I alt,Gift/separeret,2008K4,2191033
I alt,Gift/separeret,2009K1,2188259
I alt,Gift/separeret,2009K2,2180280
I alt,Gift/separeret,2009K3,2183708
I alt,Gift/separeret,2009K4,2193779
I alt,Gift/separeret,2010K1,2189368
I alt,Gift/separeret,2010K2,2181819
I alt,Gift/separeret,2010K3,2184152
I alt,Gift/separeret,2010K4,2191517
I alt,Gift/separeret,2011K1,2187702
I alt,Gift/separeret,2011K2,2177947
I alt,Gift/separeret,2011K3,2178670
I alt,Gift/separeret,2011K4,2183712
I alt,Gift/separeret,2012K1,2178131
I alt,Gift/separeret,2012K2,2168562
I alt,Gift/separeret,2012K3,2168353
I alt,Gift/separeret,2012K4,2173196
I alt,Gift/separeret,2013K1,2169369
I alt,Gift/separeret,2013K2,2158728
I alt,Gift/separeret,2013K3,2156743
I alt,Gift/separeret,2013K4,2165925
I alt,Gift/separeret,2014K1,2154621
I alt,Gift/separeret,2014K2,2144763
I alt,Gift/separeret,2014K3,2144241
I alt,Gift/separeret,2014K4,2148451
I alt,Gift/separeret,2015K1,2143625
I alt,Gift/separeret,2015K2,2138481
I alt,Gift/separeret,2015K3,2140400
I alt,Gift/separeret,2015K4,2146756
I alt,Gift/separeret,2016K1,2142540
I alt,Gift/separeret,2016K2,2135923
I alt,Gift/separeret,2016K3,2135953
I alt,Gift/separeret,2016K4,2145540
I alt,Gift/separeret,2017K1,2140830
I alt,Gift/separeret,2017K2,2132454
I alt,Gift/separeret,2017K3,2135608
I alt,Gift/separeret,2017K4,2145883
I alt,Gift/separeret,2018K1,2141429
I alt,Gift/separeret,2018K2,2133673
I alt,Gift/separeret,2018K3,2136954
I alt,Gift/separeret,2018K4,2146813
I alt,Gift/separeret,2019K1,2141704
I alt,Gift/separeret,2019K2,2136452
I alt,Gift/separeret,2019K3,2140880
I alt,Gift/separeret,2019K4,2149938
I alt,Gift/separeret,2020K1,2146017
I alt,Gift/separeret,2020K2,2137608
I alt,Gift/separeret,2020K3,2132092
I alt,Gift/separeret,2020K4,2138124
I alt,Gift/separeret,2021K1,2136102
I alt,Gift/separeret,2021K2,2127486
I alt,Gift/separeret,2021K3,2128338
I alt,Gift/separeret,2021K4,2135786
I alt,Gift/separeret,2022K1,2131016
I alt,Gift/separeret,2022K2,2125345
I alt,Gift/separeret,2022K3,2133519
I alt,Enke/enkemand,2008K1,317250
I alt,Enke/enkemand,2008K2,316408
I alt,Enke/enkemand,2008K3,315408
I alt,Enke/enkemand,2008K4,314551
I alt,Enke/enkemand,2009K1,313774
I alt,Enke/enkemand,2009K2,312548
I alt,Enke/enkemand,2009K3,311795
I alt,Enke/enkemand,2009K4,311126
I alt,Enke/enkemand,2010K1,310285
I alt,Enke/enkemand,2010K2,309528
I alt,Enke/enkemand,2010K3,308855
I alt,Enke/enkemand,2010K4,308135
I alt,Enke/enkemand,2011K1,307269
I alt,Enke/enkemand,2011K2,306548
I alt,Enke/enkemand,2011K3,305786
I alt,Enke/enkemand,2011K4,305106
I alt,Enke/enkemand,2012K1,304425
I alt,Enke/enkemand,2012K2,303757
I alt,Enke/enkemand,2012K3,303100
I alt,Enke/enkemand,2012K4,302436
I alt,Enke/enkemand,2013K1,301709
I alt,Enke/enkemand,2013K2,300725
I alt,Enke/enkemand,2013K3,300125
I alt,Enke/enkemand,2013K4,299501
I alt,Enke/enkemand,2014K1,299180
I alt,Enke/enkemand,2014K2,298641
I alt,Enke/enkemand,2014K3,298227
I alt,Enke/enkemand,2014K4,297391
I alt,Enke/enkemand,2015K1,297045
I alt,Enke/enkemand,2015K2,296216
I alt,Enke/enkemand,2015K3,295645
I alt,Enke/enkemand,2015K4,295150
I alt,Enke/enkemand,2016K1,294687
I alt,Enke/enkemand,2016K2,293979
I alt,Enke/enkemand,2016K3,293548
I alt,Enke/enkemand,2016K4,293171
I alt,Enke/enkemand,2017K1,292682
I alt,Enke/enkemand,2017K2,292067
I alt,Enke/enkemand,2017K3,291588
I alt,Enke/enkemand,2017K4,291174
I alt,Enke/enkemand,2018K1,290746
I alt,Enke/enkemand,2018K2,290137
I alt,Enke/enkemand,2018K3,289610
I alt,Enke/enkemand,2018K4,289227
I alt,Enke/enkemand,2019K1,289126
I alt,Enke/enkemand,2019K2,288818
I alt,Enke/enkemand,2019K3,288534
I alt,Enke/enkemand,2019K4,288226
I alt,Enke/enkemand,2020K1,288098
I alt,Enke/enkemand,2020K2,287889
I alt,Enke/enkemand,2020K3,287871
I alt,Enke/enkemand,2020K4,287554
I alt,Enke/enkemand,2021K1,287344
I alt,Enke/enkemand,2021K2,287300
I alt,Enke/enkemand,2021K3,287162
I alt,Enke/enkemand,2021K4,286902
I alt,Enke/enkemand,2022K1,286553
I alt,Enke/enkemand,2022K2,286478
I alt,Enke/enkemand,2022K3,286326
I alt,Fraskilt,2008K1,428864
I alt,Fraskilt,2008K2,431550
I alt,Fraskilt,2008K3,432713
I alt,Fraskilt,2008K4,432156
I alt,Fraskilt,2009K1,434233
I alt,Fraskilt,2009K2,437466
I alt,Fraskilt,2009K3,439378
I alt,Fraskilt,2009K4,439428
I alt,Fraskilt,2010K1,441913
I alt,Fraskilt,2010K2,444765
I alt,Fraskilt,2010K3,446333
I alt,Fraskilt,2010K4,447258
I alt,Fraskilt,2011K1,449609
I alt,Fraskilt,2011K2,453640
I alt,Fraskilt,2011K3,455105
I alt,Fraskilt,2011K4,455846
I alt,Fraskilt,2012K1,458430
I alt,Fraskilt,2012K2,462738
I alt,Fraskilt,2012K3,465210
I alt,Fraskilt,2012K4,466356
I alt,Fraskilt,2013K1,468891
I alt,Fraskilt,2013K2,473292
I alt,Fraskilt,2013K3,476507
I alt,Fraskilt,2013K4,477056
I alt,Fraskilt,2014K1,486336
I alt,Fraskilt,2014K2,492909
I alt,Fraskilt,2014K3,497069
I alt,Fraskilt,2014K4,500795
I alt,Fraskilt,2015K1,504505
I alt,Fraskilt,2015K2,506621
I alt,Fraskilt,2015K3,509922
I alt,Fraskilt,2015K4,513060
I alt,Fraskilt,2016K1,516864
I alt,Fraskilt,2016K2,520775
I alt,Fraskilt,2016K3,525180
I alt,Fraskilt,2016K4,526340
I alt,Fraskilt,2017K1,529457
I alt,Fraskilt,2017K2,533905
I alt,Fraskilt,2017K3,534656
I alt,Fraskilt,2017K4,535372
I alt,Fraskilt,2018K1,537834
I alt,Fraskilt,2018K2,541010
I alt,Fraskilt,2018K3,541999
I alt,Fraskilt,2018K4,542280
I alt,Fraskilt,2019K1,545085
I alt,Fraskilt,2019K2,545597
I alt,Fraskilt,2019K3,544731
I alt,Fraskilt,2019K4,543846
I alt,Fraskilt,2020K1,544588
I alt,Fraskilt,2020K2,548229
I alt,Fraskilt,2020K3,550715
I alt,Fraskilt,2020K4,552419
I alt,Fraskilt,2021K1,555102
I alt,Fraskilt,2021K2,558076
I alt,Fraskilt,2021K3,558017
I alt,Fraskilt,2021K4,558266
I alt,Fraskilt,2022K1,560611
I alt,Fraskilt,2022K2,562823
I alt,Fraskilt,2022K3,563164
0 år,I alt,2008K1,64412
0 år,I alt,2008K2,64832
0 år,I alt,2008K3,65098
0 år,I alt,2008K4,65538
0 år,I alt,2009K1,65304
0 år,I alt,2009K2,64980
0 år,I alt,2009K3,64696
0 år,I alt,2009K4,63725
0 år,I alt,2010K1,63178
0 år,I alt,2010K2,63579
0 år,I alt,2010K3,63569
0 år,I alt,2010K4,63587
0 år,I alt,2011K1,63739
0 år,I alt,2011K2,62515
0 år,I alt,2011K3,61532
0 år,I alt,2011K4,60673
0 år,I alt,2012K1,59306
0 år,I alt,2012K2,58953
0 år,I alt,2012K3,58446
0 år,I alt,2012K4,58009
0 år,I alt,2013K1,58246
0 år,I alt,2013K2,57738
0 år,I alt,2013K3,57663
0 år,I alt,2013K4,57041
0 år,I alt,2014K1,56161
0 år,I alt,2014K2,56019
0 år,I alt,2014K3,56032
0 år,I alt,2014K4,56587
0 år,I alt,2015K1,57130
0 år,I alt,2015K2,57161
0 år,I alt,2015K3,57214
0 år,I alt,2015K4,57844
0 år,I alt,2016K1,58605
0 år,I alt,2016K2,59493
0 år,I alt,2016K3,60592
0 år,I alt,2016K4,61789
0 år,I alt,2017K1,62025
0 år,I alt,2017K2,62058
0 år,I alt,2017K3,62143
0 år,I alt,2017K4,61431
0 år,I alt,2018K1,61731
0 år,I alt,2018K2,61988
0 år,I alt,2018K3,62327
0 år,I alt,2018K4,62312
0 år,I alt,2019K1,61733
0 år,I alt,2019K2,61176
0 år,I alt,2019K3,60919
0 år,I alt,2019K4,61439
0 år,I alt,2020K1,61466
0 år,I alt,2020K2,61820
0 år,I alt,2020K3,61714
0 år,I alt,2020K4,61381
0 år,I alt,2021K1,61191
0 år,I alt,2021K2,61665
0 år,I alt,2021K3,61940
0 år,I alt,2021K4,62551
0 år,I alt,2022K1,63602
0 år,I alt,2022K2,62773
0 år,I alt,2022K3,61982
0 år,Ugift,2008K1,64412
0 år,Ugift,2008K2,64832
0 år,Ugift,2008K3,65098
0 år,Ugift,2008K4,65538
0 år,Ugift,2009K1,65304
0 år,Ugift,2009K2,64980
0 år,Ugift,2009K3,64696
0 år,Ugift,2009K4,63725
0 år,Ugift,2010K1,63178
0 år,Ugift,2010K2,63579
0 år,Ugift,2010K3,63569
0 år,Ugift,2010K4,63587
0 år,Ugift,2011K1,63739
0 år,Ugift,2011K2,62515
0 år,Ugift,2011K3,61532
0 år,Ugift,2011K4,60673
0 år,Ugift,2012K1,59306
0 år,Ugift,2012K2,58953
0 år,Ugift,2012K3,58446
0 år,Ugift,2012K4,58009
0 år,Ugift,2013K1,58246
0 år,Ugift,2013K2,57738
0 år,Ugift,2013K3,57663
0 år,Ugift,2013K4,57041
0 år,Ugift,2014K1,56161
0 år,Ugift,2014K2,56019
0 år,Ugift,2014K3,56032
0 år,Ugift,2014K4,56587
0 år,Ugift,2015K1,57130
0 år,Ugift,2015K2,57161
0 år,Ugift,2015K3,57214
0 år,Ugift,2015K4,57844
0 år,Ugift,2016K1,58605
0 år,Ugift,2016K2,59493
0 år,Ugift,2016K3,60591
0 år,Ugift,2016K4,61789
0 år,Ugift,2017K1,62025
0 år,Ugift,2017K2,62058
0 år,Ugift,2017K3,62143
0 år,Ugift,2017K4,61431
0 år,Ugift,2018K1,61731
0 år,Ugift,2018K2,61988
0 år,Ugift,2018K3,62327
0 år,Ugift,2018K4,62312
0 år,Ugift,2019K1,61733
0 år,Ugift,2019K2,61176
0 år,Ugift,2019K3,60919
0 år,Ugift,2019K4,61439
0 år,Ugift,2020K1,61466
0 år,Ugift,2020K2,61820
0 år,Ugift,2020K3,61714
0 år,Ugift,2020K4,61381
0 år,Ugift,2021K1,61191
0 år,Ugift,2021K2,61665
0 år,Ugift,2021K3,61940
0 år,Ugift,2021K4,62551
0 år,Ugift,2022K1,63602
0 år,Ugift,2022K2,62773
0 år,Ugift,2022K3,61982
0 år,Gift/separeret,2008K1,0
0 år,Gift/separeret,2008K2,0
0 år,Gift/separeret,2008K3,0
0 år,Gift/separeret,2008K4,0
0 år,Gift/separeret,2009K1,0
0 år,Gift/separeret,2009K2,0
0 år,Gift/separeret,2009K3,0
0 år,Gift/separeret,2009K4,0
0 år,Gift/separeret,2010K1,0
0 år,Gift/separeret,2010K2,0
0 år,Gift/separeret,2010K3,0
0 år,Gift/separeret,2010K4,0
0 år,Gift/separeret,2011K1,0
0 år,Gift/separeret,2011K2,0
0 år,Gift/separeret,2011K3,0
0 år,Gift/separeret,2011K4,0
0 år,Gift/separeret,2012K1,0
0 år,Gift/separeret,2012K2,0
0 år,Gift/separeret,2012K3,0
0 år,Gift/separeret,2012K4,0
0 år,Gift/separeret,2013K1,0
0 år,Gift/separeret,2013K2,0
0 år,Gift/separeret,2013K3,0
0 år,Gift/separeret,2013K4,0
0 år,Gift/separeret,2014K1,0
0 år,Gift/separeret,2014K2,0
0 år,Gift/separeret,2014K3,0
0 år,Gift/separeret,2014K4,0
0 år,Gift/separeret,2015K1,0
0 år,Gift/separeret,2015K2,0
0 år,Gift/separeret,2015K3,0
0 år,Gift/separeret,2015K4,0
0 år,Gift/separeret,2016K1,0
0 år,Gift/separeret,2016K2,0
0 år,Gift/separeret,2016K3,1
0 år,Gift/separeret,2016K4,0
0 år,Gift/separeret,2017K1,0
0 år,Gift/separeret,2017K2,0
0 år,Gift/separeret,2017K3,0
0 år,Gift/separeret,2017K4,0
0 år,Gift/separeret,2018K1,0
0 år,Gift/separeret,2018K2,0
0 år,Gift/separeret,2018K3,0
0 år,Gift/separeret,2018K4,0
0 år,Gift/separeret,2019K1,0
0 år,Gift/separeret,2019K2,0
0 år,Gift/separeret,2019K3,0
0 år,Gift/separeret,2019K4,0
0 år,Gift/separeret,2020K1,0
0 år,Gift/separeret,2020K2,0
0 år,Gift/separeret,2020K3,0
0 år,Gift/separeret,2020K4,0
0 år,Gift/separeret,2021K1,0
0 år,Gift/separeret,2021K2,0
0 år,Gift/separeret,2021K3,0
0 år,Gift/separeret,2021K4,0
0 år,Gift/separeret,2022K1,0
0 år,Gift/separeret,2022K2,0
0 år,Gift/separeret,2022K3,0
0 år,Enke/enkemand,2008K1,0
0 år,Enke/enkemand,2008K2,0
0 år,Enke/enkemand,2008K3,0
0 år,Enke/enkemand,2008K4,0
0 år,Enke/enkemand,2009K1,0
0 år,Enke/enkemand,2009K2,0
0 år,Enke/enkemand,2009K3,0
0 år,Enke/enkemand,2009K4,0
0 år,Enke/enkemand,2010K1,0
0 år,Enke/enkemand,2010K2,0
0 år,Enke/enkemand,2010K3,0
0 år,Enke/enkemand,2010K4,0
0 år,Enke/enkemand,2011K1,0
0 år,Enke/enkemand,2011K2,0
0 år,Enke/enkemand,2011K3,0
0 år,Enke/enkemand,2011K4,0
0 år,Enke/enkemand,2012K1,0
0 år,Enke/enkemand,2012K2,0
0 år,Enke/enkemand,2012K3,0
0 år,Enke/enkemand,2012K4,0
0 år,Enke/enkemand,2013K1,0
0 år,Enke/enkemand,2013K2,0
0 år,Enke/enkemand,2013K3,0
0 år,Enke/enkemand,2013K4,0
0 år,Enke/enkemand,2014K1,0
0 år,Enke/enkemand,2014K2,0
0 år,Enke/enkemand,2014K3,0
0 år,Enke/enkemand,2014K4,0
0 år,Enke/enkemand,2015K1,0
0 år,Enke/enkemand,2015K2,0
0 år,Enke/enkemand,2015K3,0
0 år,Enke/enkemand,2015K4,0
0 år,Enke/enkemand,2016K1,0
0 år,Enke/enkemand,2016K2,0
0 år,Enke/enkemand,2016K3,0
0 år,Enke/enkemand,2016K4,0
0 år,Enke/enkemand,2017K1,0
0 år,Enke/enkemand,2017K2,0
0 år,Enke/enkemand,2017K3,0
0 år,Enke/enkemand,2017K4,0
0 år,Enke/enkemand,2018K1,0
0 år,Enke/enkemand,2018K2,0
0 år,Enke/enkemand,2018K3,0
0 år,Enke/enkemand,2018K4,0
0 år,Enke/enkemand,2019K1,0
0 år,Enke/enkemand,2019K2,0
0 år,Enke/enkemand,2019K3,0
0 år,Enke/enkemand,2019K4,0
0 år,Enke/enkemand,2020K1,0
0 år,Enke/enkemand,2020K2,0
0 år,Enke/enkemand,2020K3,0
0 år,Enke/enkemand,2020K4,0
0 år,Enke/enkemand,2021K1,0
0 år,Enke/enkemand,2021K2,0
0 år,Enke/enkemand,2021K3,0
0 år,Enke/enkemand,2021K4,0
0 år,Enke/enkemand,2022K1,0
0 år,Enke/enkemand,2022K2,0
0 år,Enke/enkemand,2022K3,0
0 år,Fraskilt,2008K1,0
0 år,Fraskilt,2008K2,0
0 år,Fraskilt,2008K3,0
0 år,Fraskilt,2008K4,0
0 år,Fraskilt,2009K1,0
0 år,Fraskilt,2009K2,0
0 år,Fraskilt,2009K3,0
0 år,Fraskilt,2009K4,0
0 år,Fraskilt,2010K1,0
0 år,Fraskilt,2010K2,0
0 år,Fraskilt,2010K3,0
0 år,Fraskilt,2010K4,0
0 år,Fraskilt,2011K1,0
0 år,Fraskilt,2011K2,0
0 år,Fraskilt,2011K3,0
0 år,Fraskilt,2011K4,0
0 år,Fraskilt,2012K1,0
0 år,Fraskilt,2012K2,0
0 år,Fraskilt,2012K3,0
0 år,Fraskilt,2012K4,0
0 år,Fraskilt,2013K1,0
0 år,Fraskilt,2013K2,0
0 år,Fraskilt,2013K3,0
0 år,Fraskilt,2013K4,0
0 år,Fraskilt,2014K1,0
0 år,Fraskilt,2014K2,0
0 år,Fraskilt,2014K3,0
0 år,Fraskilt,2014K4,0
0 år,Fraskilt,2015K1,0
0 år,Fraskilt,2015K2,0
0 år,Fraskilt,2015K3,0
0 år,Fraskilt,2015K4,0
0 år,Fraskilt,2016K1,0
0 år,Fraskilt,2016K2,0
0 år,Fraskilt,2016K3,0
0 år,Fraskilt,2016K4,0
0 år,Fraskilt,2017K1,0
0 år,Fraskilt,2017K2,0
0 år,Fraskilt,2017K3,0
0 år,Fraskilt,2017K4,0
0 år,Fraskilt,2018K1,0
0 år,Fraskilt,2018K2,0
0 år,Fraskilt,2018K3,0
0 år,Fraskilt,2018K4,0
0 år,Fraskilt,2019K1,0
0 år,Fraskilt,2019K2,0
0 år,Fraskilt,2019K3,0
0 år,Fraskilt,2019K4,0
0 år,Fraskilt,2020K1,0
0 år,Fraskilt,2020K2,0
0 år,Fraskilt,2020K3,0
0 år,Fraskilt,2020K4,0
0 år,Fraskilt,2021K1,0
0 år,Fraskilt,2021K2,0
0 år,Fraskilt,2021K3,0
0 år,Fraskilt,2021K4,0
0 år,Fraskilt,2022K1,0
0 år,Fraskilt,2022K2,0
0 år,Fraskilt,2022K3,0
1 år,I alt,2008K1,65722
1 år,I alt,2008K2,65569
1 år,I alt,2008K3,64959
1 år,I alt,2008K4,64570
1 år,I alt,2009K1,64890
1 år,I alt,2009K2,65320
1 år,I alt,2009K3,65638
1 år,I alt,2009K4,66197
1 år,I alt,2010K1,65977
1 år,I alt,2010K2,65583
1 år,I alt,2010K3,65316
1 år,I alt,2010K4,64300
1 år,I alt,2011K1,63665
1 år,I alt,2011K2,63924
1 år,I alt,2011K3,63954
1 år,I alt,2011K4,64002
1 år,I alt,2012K1,64168
1 år,I alt,2012K2,62961
1 år,I alt,2012K3,61932
1 år,I alt,2012K4,61063
1 år,I alt,2013K1,59718
1 år,I alt,2013K2,59408
1 år,I alt,2013K3,58909
1 år,I alt,2013K4,58450
1 år,I alt,2014K1,58721
1 år,I alt,2014K2,58224
1 år,I alt,2014K3,58136
1 år,I alt,2014K4,57545
1 år,I alt,2015K1,56748
1 år,I alt,2015K2,56623
1 år,I alt,2015K3,56710
1 år,I alt,2015K4,57247
1 år,I alt,2016K1,57894
1 år,I alt,2016K2,58003
1 år,I alt,2016K3,57987
1 år,I alt,2016K4,58465
1 år,I alt,2017K1,59253
1 år,I alt,2017K2,60105
1 år,I alt,2017K3,61116
1 år,I alt,2017K4,62270
1 år,I alt,2018K1,62508
1 år,I alt,2018K2,62464
1 år,I alt,2018K3,62508
1 år,I alt,2018K4,61756
1 år,I alt,2019K1,62046
1 år,I alt,2019K2,62261
1 år,I alt,2019K3,62592
1 år,I alt,2019K4,62525
1 år,I alt,2020K1,61916
1 år,I alt,2020K2,61387
1 år,I alt,2020K3,61131
1 år,I alt,2020K4,61650
1 år,I alt,2021K1,61663
1 år,I alt,2021K2,62089
1 år,I alt,2021K3,62036
1 år,I alt,2021K4,61708
1 år,I alt,2022K1,61514
1 år,I alt,2022K2,62029
1 år,I alt,2022K3,62688
1 år,Ugift,2008K1,65722
1 år,Ugift,2008K2,65569
1 år,Ugift,2008K3,64959
1 år,Ugift,2008K4,64570
1 år,Ugift,2009K1,64890
1 år,Ugift,2009K2,65320
1 år,Ugift,2009K3,65638
1 år,Ugift,2009K4,66197
1 år,Ugift,2010K1,65977
1 år,Ugift,2010K2,65583
1 år,Ugift,2010K3,65316
1 år,Ugift,2010K4,64300
1 år,Ugift,2011K1,63665
1 år,Ugift,2011K2,63924
1 år,Ugift,2011K3,63954
1 år,Ugift,2011K4,64002
1 år,Ugift,2012K1,64168
1 år,Ugift,2012K2,62961
1 år,Ugift,2012K3,61932
1 år,Ugift,2012K4,61063
1 år,Ugift,2013K1,59718
1 år,Ugift,2013K2,59408
1 år,Ugift,2013K3,58909
1 år,Ugift,2013K4,58450
1 år,Ugift,2014K1,58721
1 år,Ugift,2014K2,58224
1 år,Ugift,2014K3,58136
1 år,Ugift,2014K4,57545
1 år,Ugift,2015K1,56748
1 år,Ugift,2015K2,56623
1 år,Ugift,2015K3,56710
1 år,Ugift,2015K4,57247
1 år,Ugift,2016K1,57894
1 år,Ugift,2016K2,58003
1 år,Ugift,2016K3,57987
1 år,Ugift,2016K4,58465
1 år,Ugift,2017K1,59253
1 år,Ugift,2017K2,60105
1 år,Ugift,2017K3,61116
1 år,Ugift,2017K4,62270
1 år,Ugift,2018K1,62508
1 år,Ugift,2018K2,62464
1 år,Ugift,2018K3,62508
1 år,Ugift,2018K4,61756
1 år,Ugift,2019K1,62046
1 år,Ugift,2019K2,62261
1 år,Ugift,2019K3,62592
1 år,Ugift,2019K4,62525
1 år,Ugift,2020K1,61916
1 år,Ugift,2020K2,61387
1 år,Ugift,2020K3,61131
1 år,Ugift,2020K4,61650
1 år,Ugift,2021K1,61663
1 år,Ugift,2021K2,62089
1 år,Ugift,2021K3,62036
1 år,Ugift,2021K4,61708
1 år,Ugift,2022K1,61514
1 år,Ugift,2022K2,62029
1 år,Ugift,2022K3,62688
1 år,Gift/separeret,2008K1,0
1 år,Gift/separeret,2008K2,0
1 år,Gift/separeret,2008K3,0
1 år,Gift/separeret,2008K4,0
1 år,Gift/separeret,2009K1,0
1 år,Gift/separeret,2009K2,0
1 år,Gift/separeret,2009K3,0
1 år,Gift/separeret,2009K4,0
1 år,Gift/separeret,2010K1,0
1 år,Gift/separeret,2010K2,0
1 år,Gift/separeret,2010K3,0
1 år,Gift/separeret,2010K4,0
1 år,Gift/separeret,2011K1,0
1 år,Gift/separeret,2011K2,0
1 år,Gift/separeret,2011K3,0
1 år,Gift/separeret,2011K4,0
1 år,Gift/separeret,2012K1,0
1 år,Gift/separeret,2012K2,0
1 år,Gift/separeret,2012K3,0
1 år,Gift/separeret,2012K4,0
1 år,Gift/separeret,2013K1,0
1 år,Gift/separeret,2013K2,0
1 år,Gift/separeret,2013K3,0
1 år,Gift/separeret,2013K4,0
1 år,Gift/separeret,2014K1,0
1 år,Gift/separeret,2014K2,0
1 år,Gift/separeret,2014K3,0
1 år,Gift/separeret,2014K4,0
1 år,Gift/separeret,2015K1,0
1 år,Gift/separeret,2015K2,0
1 år,Gift/separeret,2015K3,0
1 år,Gift/separeret,2015K4,0
1 år,Gift/separeret,2016K1,0
1 år,Gift/separeret,2016K2,0
1 år,Gift/separeret,2016K3,0
1 år,Gift/separeret,2016K4,0
1 år,Gift/separeret,2017K1,0
1 år,Gift/separeret,2017K2,0
1 år,Gift/separeret,2017K3,0
1 år,Gift/separeret,2017K4,0
1 år,Gift/separeret,2018K1,0
1 år,Gift/separeret,2018K2,0
1 år,Gift/separeret,2018K3,0
1 år,Gift/separeret,2018K4,0
1 år,Gift/separeret,2019K1,0
1 år,Gift/separeret,2019K2,0
1 år,Gift/separeret,2019K3,0
1 år,Gift/separeret,2019K4,0
1 år,Gift/separeret,2020K1,0
1 år,Gift/separeret,2020K2,0
1 år,Gift/separeret,2020K3,0
1 år,Gift/separeret,2020K4,0
1 år,Gift/separeret,2021K1,0
1 år,Gift/separeret,2021K2,0
1 år,Gift/separeret,2021K3,0
