ALDER,CIVILSTAND,TID,INDHOLD
90 år,I alt,2020K3,9702
90 år,I alt,2020K4,9766
90 år,I alt,2021K1,9971
90 år,I alt,2021K2,10003
90 år,I alt,2021K3,10010
90 år,I alt,2021K4,10167
90 år,I alt,2022K1,10048
90 år,I alt,2022K2,10059
90 år,I alt,2022K3,10172
90 år,Ugift,2008K1,457
90 år,Ugift,2008K2,460
90 år,Ugift,2008K3,445
90 år,Ugift,2008K4,447
90 år,Ugift,2009K1,460
90 år,Ugift,2009K2,457
90 år,Ugift,2009K3,463
90 år,Ugift,2009K4,452
90 år,Ugift,2010K1,471
90 år,Ugift,2010K2,497
90 år,Ugift,2010K3,491
90 år,Ugift,2010K4,508
90 år,Ugift,2011K1,501
90 år,Ugift,2011K2,474
90 år,Ugift,2011K3,478
90 år,Ugift,2011K4,486
90 år,Ugift,2012K1,486
90 år,Ugift,2012K2,494
90 år,Ugift,2012K3,498
90 år,Ugift,2012K4,484
90 år,Ugift,2013K1,453
90 år,Ugift,2013K2,453
90 år,Ugift,2013K3,458
90 år,Ugift,2013K4,455
90 år,Ugift,2014K1,450
90 år,Ugift,2014K2,467
90 år,Ugift,2014K3,438
90 år,Ugift,2014K4,466
90 år,Ugift,2015K1,467
90 år,Ugift,2015K2,446
90 år,Ugift,2015K3,456
90 år,Ugift,2015K4,455
90 år,Ugift,2016K1,456
90 år,Ugift,2016K2,432
90 år,Ugift,2016K3,410
90 år,Ugift,2016K4,383
90 år,Ugift,2017K1,416
90 år,Ugift,2017K2,435
90 år,Ugift,2017K3,450
90 år,Ugift,2017K4,449
90 år,Ugift,2018K1,428
90 år,Ugift,2018K2,431
90 år,Ugift,2018K3,408
90 år,Ugift,2018K4,399
90 år,Ugift,2019K1,409
90 år,Ugift,2019K2,407
90 år,Ugift,2019K3,417
90 år,Ugift,2019K4,420
90 år,Ugift,2020K1,391
90 år,Ugift,2020K2,381
90 år,Ugift,2020K3,373
90 år,Ugift,2020K4,398
90 år,Ugift,2021K1,401
90 år,Ugift,2021K2,387
90 år,Ugift,2021K3,374
90 år,Ugift,2021K4,386
90 år,Ugift,2022K1,388
90 år,Ugift,2022K2,383
90 år,Ugift,2022K3,380
90 år,Gift/separeret,2008K1,1363
90 år,Gift/separeret,2008K2,1330
90 år,Gift/separeret,2008K3,1361
90 år,Gift/separeret,2008K4,1445
90 år,Gift/separeret,2009K1,1468
90 år,Gift/separeret,2009K2,1380
90 år,Gift/separeret,2009K3,1361
90 år,Gift/separeret,2009K4,1346
90 år,Gift/separeret,2010K1,1389
90 år,Gift/separeret,2010K2,1555
90 år,Gift/separeret,2010K3,1650
90 år,Gift/separeret,2010K4,1701
90 år,Gift/separeret,2011K1,1680
90 år,Gift/separeret,2011K2,1683
90 år,Gift/separeret,2011K3,1665
90 år,Gift/separeret,2011K4,1681
90 år,Gift/separeret,2012K1,1697
90 år,Gift/separeret,2012K2,1698
90 år,Gift/separeret,2012K3,1730
90 år,Gift/separeret,2012K4,1698
90 år,Gift/separeret,2013K1,1637
90 år,Gift/separeret,2013K2,1610
90 år,Gift/separeret,2013K3,1695
90 år,Gift/separeret,2013K4,1746
90 år,Gift/separeret,2014K1,1758
90 år,Gift/separeret,2014K2,1801
90 år,Gift/separeret,2014K3,1837
90 år,Gift/separeret,2014K4,1889
90 år,Gift/separeret,2015K1,1905
90 år,Gift/separeret,2015K2,1932
90 år,Gift/separeret,2015K3,1937
90 år,Gift/separeret,2015K4,1984
90 år,Gift/separeret,2016K1,1986
90 år,Gift/separeret,2016K2,1982
90 år,Gift/separeret,2016K3,2052
90 år,Gift/separeret,2016K4,2072
90 år,Gift/separeret,2017K1,2071
90 år,Gift/separeret,2017K2,2041
90 år,Gift/separeret,2017K3,2087
90 år,Gift/separeret,2017K4,2120
90 år,Gift/separeret,2018K1,2108
90 år,Gift/separeret,2018K2,2103
90 år,Gift/separeret,2018K3,2092
90 år,Gift/separeret,2018K4,2187
90 år,Gift/separeret,2019K1,2245
90 år,Gift/separeret,2019K2,2239
90 år,Gift/separeret,2019K3,2256
90 år,Gift/separeret,2019K4,2238
90 år,Gift/separeret,2020K1,2198
90 år,Gift/separeret,2020K2,2140
90 år,Gift/separeret,2020K3,2211
90 år,Gift/separeret,2020K4,2243
90 år,Gift/separeret,2021K1,2287
90 år,Gift/separeret,2021K2,2386
90 år,Gift/separeret,2021K3,2364
90 år,Gift/separeret,2021K4,2420
90 år,Gift/separeret,2022K1,2463
90 år,Gift/separeret,2022K2,2421
90 år,Gift/separeret,2022K3,2484
90 år,Enke/enkemand,2008K1,5841
90 år,Enke/enkemand,2008K2,5919
90 år,Enke/enkemand,2008K3,5957
90 år,Enke/enkemand,2008K4,5973
90 år,Enke/enkemand,2009K1,6012
90 år,Enke/enkemand,2009K2,5849
90 år,Enke/enkemand,2009K3,5668
90 år,Enke/enkemand,2009K4,5614
90 år,Enke/enkemand,2010K1,5949
90 år,Enke/enkemand,2010K2,6443
90 år,Enke/enkemand,2010K3,6909
90 år,Enke/enkemand,2010K4,7176
90 år,Enke/enkemand,2011K1,6931
90 år,Enke/enkemand,2011K2,6772
90 år,Enke/enkemand,2011K3,6726
90 år,Enke/enkemand,2011K4,6814
90 år,Enke/enkemand,2012K1,6835
90 år,Enke/enkemand,2012K2,6737
90 år,Enke/enkemand,2012K3,6720
90 år,Enke/enkemand,2012K4,6613
90 år,Enke/enkemand,2013K1,6397
90 år,Enke/enkemand,2013K2,6447
90 år,Enke/enkemand,2013K3,6490
90 år,Enke/enkemand,2013K4,6580
90 år,Enke/enkemand,2014K1,6694
90 år,Enke/enkemand,2014K2,6686
90 år,Enke/enkemand,2014K3,6727
90 år,Enke/enkemand,2014K4,6645
90 år,Enke/enkemand,2015K1,6744
90 år,Enke/enkemand,2015K2,6765
90 år,Enke/enkemand,2015K3,6751
90 år,Enke/enkemand,2015K4,6739
90 år,Enke/enkemand,2016K1,6698
90 år,Enke/enkemand,2016K2,6713
90 år,Enke/enkemand,2016K3,6778
90 år,Enke/enkemand,2016K4,6830
90 år,Enke/enkemand,2017K1,6782
90 år,Enke/enkemand,2017K2,6642
90 år,Enke/enkemand,2017K3,6665
90 år,Enke/enkemand,2017K4,6695
90 år,Enke/enkemand,2018K1,6533
90 år,Enke/enkemand,2018K2,6535
90 år,Enke/enkemand,2018K3,6459
90 år,Enke/enkemand,2018K4,6488
90 år,Enke/enkemand,2019K1,6579
90 år,Enke/enkemand,2019K2,6554
90 år,Enke/enkemand,2019K3,6574
90 år,Enke/enkemand,2019K4,6537
90 år,Enke/enkemand,2020K1,6414
90 år,Enke/enkemand,2020K2,6381
90 år,Enke/enkemand,2020K3,6427
90 år,Enke/enkemand,2020K4,6421
90 år,Enke/enkemand,2021K1,6583
90 år,Enke/enkemand,2021K2,6514
90 år,Enke/enkemand,2021K3,6511
90 år,Enke/enkemand,2021K4,6565
90 år,Enke/enkemand,2022K1,6402
90 år,Enke/enkemand,2022K2,6441
90 år,Enke/enkemand,2022K3,6486
90 år,Fraskilt,2008K1,456
90 år,Fraskilt,2008K2,487
90 år,Fraskilt,2008K3,475
90 år,Fraskilt,2008K4,504
90 år,Fraskilt,2009K1,513
90 år,Fraskilt,2009K2,492
90 år,Fraskilt,2009K3,464
90 år,Fraskilt,2009K4,464
90 år,Fraskilt,2010K1,470
90 år,Fraskilt,2010K2,503
90 år,Fraskilt,2010K3,577
90 år,Fraskilt,2010K4,564
90 år,Fraskilt,2011K1,572
90 år,Fraskilt,2011K2,594
90 år,Fraskilt,2011K3,586
90 år,Fraskilt,2011K4,623
90 år,Fraskilt,2012K1,615
90 år,Fraskilt,2012K2,603
90 år,Fraskilt,2012K3,599
90 år,Fraskilt,2012K4,582
90 år,Fraskilt,2013K1,564
90 år,Fraskilt,2013K2,571
90 år,Fraskilt,2013K3,590
90 år,Fraskilt,2013K4,603
90 år,Fraskilt,2014K1,626
90 år,Fraskilt,2014K2,604
90 år,Fraskilt,2014K3,609
90 år,Fraskilt,2014K4,620
90 år,Fraskilt,2015K1,624
90 år,Fraskilt,2015K2,602
90 år,Fraskilt,2015K3,626
90 år,Fraskilt,2015K4,667
90 år,Fraskilt,2016K1,670
90 år,Fraskilt,2016K2,702
90 år,Fraskilt,2016K3,705
90 år,Fraskilt,2016K4,702
90 år,Fraskilt,2017K1,712
90 år,Fraskilt,2017K2,713
90 år,Fraskilt,2017K3,716
90 år,Fraskilt,2017K4,701
90 år,Fraskilt,2018K1,694
90 år,Fraskilt,2018K2,660
90 år,Fraskilt,2018K3,696
90 år,Fraskilt,2018K4,712
90 år,Fraskilt,2019K1,706
90 år,Fraskilt,2019K2,724
90 år,Fraskilt,2019K3,699
90 år,Fraskilt,2019K4,721
90 år,Fraskilt,2020K1,714
90 år,Fraskilt,2020K2,700
90 år,Fraskilt,2020K3,691
90 år,Fraskilt,2020K4,704
90 år,Fraskilt,2021K1,700
90 år,Fraskilt,2021K2,716
90 år,Fraskilt,2021K3,761
90 år,Fraskilt,2021K4,796
90 år,Fraskilt,2022K1,795
90 år,Fraskilt,2022K2,814
90 år,Fraskilt,2022K3,822
91 år,I alt,2008K1,6863
91 år,I alt,2008K2,6790
91 år,I alt,2008K3,6787
91 år,I alt,2008K4,6784
91 år,I alt,2009K1,6703
91 år,I alt,2009K2,6725
91 år,I alt,2009K3,6754
91 år,I alt,2009K4,6894
91 år,I alt,2010K1,6967
91 år,I alt,2010K2,6784
91 år,I alt,2010K3,6615
91 år,I alt,2010K4,6524
91 år,I alt,2011K1,6891
91 år,I alt,2011K2,7466
91 år,I alt,2011K3,8023
91 år,I alt,2011K4,8310
91 år,I alt,2012K1,8151
91 år,I alt,2012K2,8028
91 år,I alt,2012K3,7964
91 år,I alt,2012K4,8073
91 år,I alt,2013K1,8130
91 år,I alt,2013K2,7921
91 år,I alt,2013K3,7865
91 år,I alt,2013K4,7796
91 år,I alt,2014K1,7614
91 år,I alt,2014K2,7704
91 år,I alt,2014K3,7869
91 år,I alt,2014K4,7988
91 år,I alt,2015K1,8061
91 år,I alt,2015K2,8050
91 år,I alt,2015K3,8039
91 år,I alt,2015K4,8058
91 år,I alt,2016K1,8172
91 år,I alt,2016K2,8254
91 år,I alt,2016K3,8267
91 år,I alt,2016K4,8335
91 år,I alt,2017K1,8262
91 år,I alt,2017K2,8161
91 år,I alt,2017K3,8218
91 år,I alt,2017K4,8352
91 år,I alt,2018K1,8401
91 år,I alt,2018K2,8281
91 år,I alt,2018K3,8306
91 år,I alt,2018K4,8275
91 år,I alt,2019K1,8117
91 år,I alt,2019K2,8163
91 år,I alt,2019K3,8123
91 år,I alt,2019K4,8233
91 år,I alt,2020K1,8368
91 år,I alt,2020K2,8383
91 år,I alt,2020K3,8375
91 år,I alt,2020K4,8312
91 år,I alt,2021K1,8144
91 år,I alt,2021K2,8101
91 år,I alt,2021K3,8179
91 år,I alt,2021K4,8214
91 år,I alt,2022K1,8352
91 år,I alt,2022K2,8377
91 år,I alt,2022K3,8369
91 år,Ugift,2008K1,378
91 år,Ugift,2008K2,358
91 år,Ugift,2008K3,369
91 år,Ugift,2008K4,362
91 år,Ugift,2009K1,359
91 år,Ugift,2009K2,360
91 år,Ugift,2009K3,347
91 år,Ugift,2009K4,358
91 år,Ugift,2010K1,381
91 år,Ugift,2010K2,384
91 år,Ugift,2010K3,388
91 år,Ugift,2010K4,370
91 år,Ugift,2011K1,393
91 år,Ugift,2011K2,402
91 år,Ugift,2011K3,405
91 år,Ugift,2011K4,418
91 år,Ugift,2012K1,422
91 år,Ugift,2012K2,411
91 år,Ugift,2012K3,385
91 år,Ugift,2012K4,395
91 år,Ugift,2013K1,413
91 år,Ugift,2013K2,406
91 år,Ugift,2013K3,407
91 år,Ugift,2013K4,392
91 år,Ugift,2014K1,377
91 år,Ugift,2014K2,370
91 år,Ugift,2014K3,386
91 år,Ugift,2014K4,382
91 år,Ugift,2015K1,360
91 år,Ugift,2015K2,374
91 år,Ugift,2015K3,360
91 år,Ugift,2015K4,386
91 år,Ugift,2016K1,379
91 år,Ugift,2016K2,367
91 år,Ugift,2016K3,378
91 år,Ugift,2016K4,368
91 år,Ugift,2017K1,371
91 år,Ugift,2017K2,349
91 år,Ugift,2017K3,329
91 år,Ugift,2017K4,317
91 år,Ugift,2018K1,335
91 år,Ugift,2018K2,357
91 år,Ugift,2018K3,357
91 år,Ugift,2018K4,349
91 år,Ugift,2019K1,340
91 år,Ugift,2019K2,345
91 år,Ugift,2019K3,333
91 år,Ugift,2019K4,324
91 år,Ugift,2020K1,340
91 år,Ugift,2020K2,327
91 år,Ugift,2020K3,343
91 år,Ugift,2020K4,338
91 år,Ugift,2021K1,313
91 år,Ugift,2021K2,311
91 år,Ugift,2021K3,314
91 år,Ugift,2021K4,318
91 år,Ugift,2022K1,318
91 år,Ugift,2022K2,299
91 år,Ugift,2022K3,293
91 år,Gift/separeret,2008K1,1000
91 år,Gift/separeret,2008K2,1037
91 år,Gift/separeret,2008K3,1059
91 år,Gift/separeret,2008K4,1029
91 år,Gift/separeret,2009K1,1015
91 år,Gift/separeret,2009K2,972
91 år,Gift/separeret,2009K3,987
91 år,Gift/separeret,2009K4,1052
91 år,Gift/separeret,2010K1,1089
91 år,Gift/separeret,2010K2,1039
91 år,Gift/separeret,2010K3,1014
91 år,Gift/separeret,2010K4,1005
91 år,Gift/separeret,2011K1,1015
91 år,Gift/separeret,2011K2,1125
91 år,Gift/separeret,2011K3,1204
91 år,Gift/separeret,2011K4,1246
91 år,Gift/separeret,2012K1,1244
91 år,Gift/separeret,2012K2,1233
91 år,Gift/separeret,2012K3,1240
91 år,Gift/separeret,2012K4,1249
91 år,Gift/separeret,2013K1,1279
91 år,Gift/separeret,2013K2,1264
91 år,Gift/separeret,2013K3,1266
91 år,Gift/separeret,2013K4,1274
91 år,Gift/separeret,2014K1,1233
91 år,Gift/separeret,2014K2,1221
91 år,Gift/separeret,2014K3,1282
91 år,Gift/separeret,2014K4,1334
91 år,Gift/separeret,2015K1,1319
91 år,Gift/separeret,2015K2,1336
91 år,Gift/separeret,2015K3,1355
91 år,Gift/separeret,2015K4,1396
91 år,Gift/separeret,2016K1,1428
91 år,Gift/separeret,2016K2,1499
91 år,Gift/separeret,2016K3,1470
91 år,Gift/separeret,2016K4,1507
91 år,Gift/separeret,2017K1,1533
91 år,Gift/separeret,2017K2,1505
91 år,Gift/separeret,2017K3,1556
91 år,Gift/separeret,2017K4,1573
91 år,Gift/separeret,2018K1,1604
91 år,Gift/separeret,2018K2,1555
91 år,Gift/separeret,2018K3,1590
91 år,Gift/separeret,2018K4,1575
91 år,Gift/separeret,2019K1,1556
91 år,Gift/separeret,2019K2,1603
91 år,Gift/separeret,2019K3,1590
91 år,Gift/separeret,2019K4,1673
91 år,Gift/separeret,2020K1,1689
91 år,Gift/separeret,2020K2,1710
91 år,Gift/separeret,2020K3,1716
91 år,Gift/separeret,2020K4,1681
91 år,Gift/separeret,2021K1,1665
91 år,Gift/separeret,2021K2,1641
91 år,Gift/separeret,2021K3,1695
91 år,Gift/separeret,2021K4,1711
91 år,Gift/separeret,2022K1,1721
91 år,Gift/separeret,2022K2,1777
91 år,Gift/separeret,2022K3,1800
91 år,Enke/enkemand,2008K1,5079
91 år,Enke/enkemand,2008K2,5029
91 år,Enke/enkemand,2008K3,4998
91 år,Enke/enkemand,2008K4,5035
91 år,Enke/enkemand,2009K1,4970
91 år,Enke/enkemand,2009K2,5005
91 år,Enke/enkemand,2009K3,5033
91 år,Enke/enkemand,2009K4,5076
91 år,Enke/enkemand,2010K1,5085
91 år,Enke/enkemand,2010K2,4947
91 år,Enke/enkemand,2010K3,4821
91 år,Enke/enkemand,2010K4,4766
91 år,Enke/enkemand,2011K1,5090
91 år,Enke/enkemand,2011K2,5530
91 år,Enke/enkemand,2011K3,5935
91 år,Enke/enkemand,2011K4,6173
91 år,Enke/enkemand,2012K1,6013
91 år,Enke/enkemand,2012K2,5893
91 år,Enke/enkemand,2012K3,5852
91 år,Enke/enkemand,2012K4,5918
91 år,Enke/enkemand,2013K1,5931
91 år,Enke/enkemand,2013K2,5765
91 år,Enke/enkemand,2013K3,5701
91 år,Enke/enkemand,2013K4,5656
91 år,Enke/enkemand,2014K1,5537
91 år,Enke/enkemand,2014K2,5634
91 år,Enke/enkemand,2014K3,5707
91 år,Enke/enkemand,2014K4,5775
91 år,Enke/enkemand,2015K1,5872
91 år,Enke/enkemand,2015K2,5846
91 år,Enke/enkemand,2015K3,5825
91 år,Enke/enkemand,2015K4,5766
91 år,Enke/enkemand,2016K1,5834
91 år,Enke/enkemand,2016K2,5866
91 år,Enke/enkemand,2016K3,5889
91 år,Enke/enkemand,2016K4,5909
91 år,Enke/enkemand,2017K1,5802
91 år,Enke/enkemand,2017K2,5740
91 år,Enke/enkemand,2017K3,5766
91 år,Enke/enkemand,2017K4,5878
91 år,Enke/enkemand,2018K1,5864
91 år,Enke/enkemand,2018K2,5767
91 år,Enke/enkemand,2018K3,5766
91 år,Enke/enkemand,2018K4,5788
91 år,Enke/enkemand,2019K1,5648
91 år,Enke/enkemand,2019K2,5672
91 år,Enke/enkemand,2019K3,5628
91 år,Enke/enkemand,2019K4,5651
91 år,Enke/enkemand,2020K1,5751
91 år,Enke/enkemand,2020K2,5737
91 år,Enke/enkemand,2020K3,5723
91 år,Enke/enkemand,2020K4,5687
91 år,Enke/enkemand,2021K1,5562
91 år,Enke/enkemand,2021K2,5553
91 år,Enke/enkemand,2021K3,5587
91 år,Enke/enkemand,2021K4,5595
91 år,Enke/enkemand,2022K1,5724
91 år,Enke/enkemand,2022K2,5684
91 år,Enke/enkemand,2022K3,5633
91 år,Fraskilt,2008K1,406
91 år,Fraskilt,2008K2,366
91 år,Fraskilt,2008K3,361
91 år,Fraskilt,2008K4,358
91 år,Fraskilt,2009K1,359
91 år,Fraskilt,2009K2,388
91 år,Fraskilt,2009K3,387
91 år,Fraskilt,2009K4,408
91 år,Fraskilt,2010K1,412
91 år,Fraskilt,2010K2,414
91 år,Fraskilt,2010K3,392
91 år,Fraskilt,2010K4,383
91 år,Fraskilt,2011K1,393
91 år,Fraskilt,2011K2,409
91 år,Fraskilt,2011K3,479
91 år,Fraskilt,2011K4,473
91 år,Fraskilt,2012K1,472
91 år,Fraskilt,2012K2,491
91 år,Fraskilt,2012K3,487
91 år,Fraskilt,2012K4,511
91 år,Fraskilt,2013K1,507
91 år,Fraskilt,2013K2,486
91 år,Fraskilt,2013K3,491
91 år,Fraskilt,2013K4,474
91 år,Fraskilt,2014K1,467
91 år,Fraskilt,2014K2,479
91 år,Fraskilt,2014K3,494
91 år,Fraskilt,2014K4,497
91 år,Fraskilt,2015K1,510
91 år,Fraskilt,2015K2,494
91 år,Fraskilt,2015K3,499
91 år,Fraskilt,2015K4,510
91 år,Fraskilt,2016K1,531
91 år,Fraskilt,2016K2,522
91 år,Fraskilt,2016K3,530
91 år,Fraskilt,2016K4,551
91 år,Fraskilt,2017K1,556
91 år,Fraskilt,2017K2,567
91 år,Fraskilt,2017K3,567
91 år,Fraskilt,2017K4,584
91 år,Fraskilt,2018K1,598
91 år,Fraskilt,2018K2,602
91 år,Fraskilt,2018K3,593
91 år,Fraskilt,2018K4,563
91 år,Fraskilt,2019K1,573
91 år,Fraskilt,2019K2,543
91 år,Fraskilt,2019K3,572
91 år,Fraskilt,2019K4,585
91 år,Fraskilt,2020K1,588
91 år,Fraskilt,2020K2,609
91 år,Fraskilt,2020K3,593
91 år,Fraskilt,2020K4,606
91 år,Fraskilt,2021K1,604
91 år,Fraskilt,2021K2,596
91 år,Fraskilt,2021K3,583
91 år,Fraskilt,2021K4,590
91 år,Fraskilt,2022K1,589
91 år,Fraskilt,2022K2,617
91 år,Fraskilt,2022K3,643
92 år,I alt,2008K1,5322
92 år,I alt,2008K2,5334
92 år,I alt,2008K3,5516
92 år,I alt,2008K4,5538
92 år,I alt,2009K1,5605
92 år,I alt,2009K2,5470
92 år,I alt,2009K3,5491
92 år,I alt,2009K4,5525
92 år,I alt,2010K1,5482
92 år,I alt,2010K2,5526
92 år,I alt,2010K3,5533
92 år,I alt,2010K4,5653
92 år,I alt,2011K1,5700
92 år,I alt,2011K2,5511
92 år,I alt,2011K3,5359
92 år,I alt,2011K4,5318
92 år,I alt,2012K1,5656
92 år,I alt,2012K2,6158
92 år,I alt,2012K3,6602
92 år,I alt,2012K4,6868
92 år,I alt,2013K1,6740
92 år,I alt,2013K2,6580
92 år,I alt,2013K3,6550
92 år,I alt,2013K4,6600
92 år,I alt,2014K1,6650
92 år,I alt,2014K2,6538
92 år,I alt,2014K3,6541
92 år,I alt,2014K4,6452
92 år,I alt,2015K1,6248
92 år,I alt,2015K2,6301
92 år,I alt,2015K3,6446
92 år,I alt,2015K4,6571
92 år,I alt,2016K1,6658
92 år,I alt,2016K2,6635
92 år,I alt,2016K3,6643
92 år,I alt,2016K4,6659
92 år,I alt,2017K1,6791
92 år,I alt,2017K2,6814
92 år,I alt,2017K3,6858
92 år,I alt,2017K4,6863
92 år,I alt,2018K1,6773
92 år,I alt,2018K2,6734
92 år,I alt,2018K3,6807
92 år,I alt,2018K4,6894
92 år,I alt,2019K1,6882
92 år,I alt,2019K2,6857
92 år,I alt,2019K3,6845
92 år,I alt,2019K4,6851
92 år,I alt,2020K1,6701
92 år,I alt,2020K2,6692
92 år,I alt,2020K3,6687
92 år,I alt,2020K4,6813
92 år,I alt,2021K1,6919
92 år,I alt,2021K2,6958
92 år,I alt,2021K3,6997
92 år,I alt,2021K4,6868
92 år,I alt,2022K1,6699
92 år,I alt,2022K2,6622
92 år,I alt,2022K3,6678
92 år,Ugift,2008K1,324
92 år,Ugift,2008K2,329
92 år,Ugift,2008K3,339
92 år,Ugift,2008K4,319
92 år,Ugift,2009K1,315
92 år,Ugift,2009K2,284
92 år,Ugift,2009K3,289
92 år,Ugift,2009K4,296
92 år,Ugift,2010K1,284
92 år,Ugift,2010K2,281
92 år,Ugift,2010K3,280
92 år,Ugift,2010K4,300
92 år,Ugift,2011K1,310
92 år,Ugift,2011K2,300
92 år,Ugift,2011K3,300
92 år,Ugift,2011K4,289
92 år,Ugift,2012K1,303
92 år,Ugift,2012K2,314
92 år,Ugift,2012K3,328
92 år,Ugift,2012K4,353
92 år,Ugift,2013K1,330
92 år,Ugift,2013K2,318
92 år,Ugift,2013K3,312
92 år,Ugift,2013K4,328
92 år,Ugift,2014K1,335
92 år,Ugift,2014K2,339
92 år,Ugift,2014K3,331
92 år,Ugift,2014K4,319
92 år,Ugift,2015K1,300
92 år,Ugift,2015K2,290
92 år,Ugift,2015K3,302
92 år,Ugift,2015K4,285
92 år,Ugift,2016K1,288
92 år,Ugift,2016K2,299
92 år,Ugift,2016K3,284
92 år,Ugift,2016K4,309
92 år,Ugift,2017K1,308
92 år,Ugift,2017K2,296
92 år,Ugift,2017K3,297
92 år,Ugift,2017K4,293
92 år,Ugift,2018K1,291
92 år,Ugift,2018K2,271
92 år,Ugift,2018K3,266
92 år,Ugift,2018K4,265
92 år,Ugift,2019K1,274
92 år,Ugift,2019K2,291
92 år,Ugift,2019K3,282
92 år,Ugift,2019K4,286
92 år,Ugift,2020K1,268
92 år,Ugift,2020K2,276
92 år,Ugift,2020K3,267
92 år,Ugift,2020K4,256
92 år,Ugift,2021K1,272
92 år,Ugift,2021K2,261
92 år,Ugift,2021K3,285
92 år,Ugift,2021K4,271
92 år,Ugift,2022K1,245
92 år,Ugift,2022K2,236
92 år,Ugift,2022K3,235
92 år,Gift/separeret,2008K1,690
92 år,Gift/separeret,2008K2,702
92 år,Gift/separeret,2008K3,697
92 år,Gift/separeret,2008K4,715
92 år,Gift/separeret,2009K1,701
92 år,Gift/separeret,2009K2,723
92 år,Gift/separeret,2009K3,727
92 år,Gift/separeret,2009K4,715
92 år,Gift/separeret,2010K1,730
92 år,Gift/separeret,2010K2,690
92 år,Gift/separeret,2010K3,704
92 år,Gift/separeret,2010K4,759
92 år,Gift/separeret,2011K1,783
92 år,Gift/separeret,2011K2,745
92 år,Gift/separeret,2011K3,709
92 år,Gift/separeret,2011K4,715
92 år,Gift/separeret,2012K1,740
92 år,Gift/separeret,2012K2,825
92 år,Gift/separeret,2012K3,893
92 år,Gift/separeret,2012K4,932
92 år,Gift/separeret,2013K1,923
92 år,Gift/separeret,2013K2,878
92 år,Gift/separeret,2013K3,881
92 år,Gift/separeret,2013K4,882
92 år,Gift/separeret,2014K1,904
92 år,Gift/separeret,2014K2,914
92 år,Gift/separeret,2014K3,959
92 år,Gift/separeret,2014K4,926
92 år,Gift/separeret,2015K1,902
92 år,Gift/separeret,2015K2,904
92 år,Gift/separeret,2015K3,914
92 år,Gift/separeret,2015K4,951
92 år,Gift/separeret,2016K1,966
92 år,Gift/separeret,2016K2,974
92 år,Gift/separeret,2016K3,1017
92 år,Gift/separeret,2016K4,1042
92 år,Gift/separeret,2017K1,1045
92 år,Gift/separeret,2017K2,1052
92 år,Gift/separeret,2017K3,1089
92 år,Gift/separeret,2017K4,1121
92 år,Gift/separeret,2018K1,1110
92 år,Gift/separeret,2018K2,1113
92 år,Gift/separeret,2018K3,1147
92 år,Gift/separeret,2018K4,1159
92 år,Gift/separeret,2019K1,1165
92 år,Gift/separeret,2019K2,1127
92 år,Gift/separeret,2019K3,1149
92 år,Gift/separeret,2019K4,1160
92 år,Gift/separeret,2020K1,1174
92 år,Gift/separeret,2020K2,1171
92 år,Gift/separeret,2020K3,1150
92 år,Gift/separeret,2020K4,1223
92 år,Gift/separeret,2021K1,1221
92 år,Gift/separeret,2021K2,1235
92 år,Gift/separeret,2021K3,1277
92 år,Gift/separeret,2021K4,1251
92 år,Gift/separeret,2022K1,1211
92 år,Gift/separeret,2022K2,1167
92 år,Gift/separeret,2022K3,1212
92 år,Enke/enkemand,2008K1,4002
92 år,Enke/enkemand,2008K2,3978
92 år,Enke/enkemand,2008K3,4134
92 år,Enke/enkemand,2008K4,4164
92 år,Enke/enkemand,2009K1,4261
92 år,Enke/enkemand,2009K2,4171
92 år,Enke/enkemand,2009K3,4197
92 år,Enke/enkemand,2009K4,4233
92 år,Enke/enkemand,2010K1,4184
92 år,Enke/enkemand,2010K2,4250
92 år,Enke/enkemand,2010K3,4244
92 år,Enke/enkemand,2010K4,4265
92 år,Enke/enkemand,2011K1,4270
92 år,Enke/enkemand,2011K2,4137
92 år,Enke/enkemand,2011K3,4026
92 år,Enke/enkemand,2011K4,3992
92 år,Enke/enkemand,2012K1,4277
92 år,Enke/enkemand,2012K2,4676
92 år,Enke/enkemand,2012K3,4996
92 år,Enke/enkemand,2012K4,5205
92 år,Enke/enkemand,2013K1,5105
92 år,Enke/enkemand,2013K2,4979
92 år,Enke/enkemand,2013K3,4969
92 år,Enke/enkemand,2013K4,4968
92 år,Enke/enkemand,2014K1,4990
92 år,Enke/enkemand,2014K2,4882
92 år,Enke/enkemand,2014K3,4856
92 år,Enke/enkemand,2014K4,4817
92 år,Enke/enkemand,2015K1,4673
92 år,Enke/enkemand,2015K2,4719
92 år,Enke/enkemand,2015K3,4836
92 år,Enke/enkemand,2015K4,4925
92 år,Enke/enkemand,2016K1,4977
92 år,Enke/enkemand,2016K2,4945
92 år,Enke/enkemand,2016K3,4920
92 år,Enke/enkemand,2016K4,4883
92 år,Enke/enkemand,2017K1,5003
92 år,Enke/enkemand,2017K2,5023
92 år,Enke/enkemand,2017K3,5029
92 år,Enke/enkemand,2017K4,5006
92 år,Enke/enkemand,2018K1,4929
92 år,Enke/enkemand,2018K2,4893
92 år,Enke/enkemand,2018K3,4934
92 år,Enke/enkemand,2018K4,4995
92 år,Enke/enkemand,2019K1,4961
92 år,Enke/enkemand,2019K2,4949
92 år,Enke/enkemand,2019K3,4934
